id_situation,id_dpt,id_region,,,,,,,,,67
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,6
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,13
,,,,,,,,,,,4
,,,,,,,,,,,4
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,83
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,84
,,,,,,,,,,,974
,,,,,,,,,,,974
,,,,,,,,,,,974
,,,,,,,,,,,974
,,,,,,,,,,,974
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,7
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,74
,,,,,,,,,,,74
,,,,,,,,,,,74
,,,,,,,,,,,74
,,,,,,,,,,,74
,,,,,,,,,,,74
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,38
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,42
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,69
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
,,,,,,,,,,,73
